#,Time,Feature Name,Description,Task URL,Changelog URL
288,"June 25, 2024","Search conversation, Update expiration","Search conversation by name, email ở admin: Cho phép khách hàng search đoạn hội thoại theo tên và email của khách hàng
Update expiration cho chat session của guest và anonymous:Update session thành 30...","[Inbox] Search customer message (https://www.notion.so/Inbox-Search-customer-message-7b353a4124ad40ef9c6990072ecebeef?pvs=21) 
Update expiration cho chat session của guest/anonymous (https://www.notion.so/Update-expiration-cho-chat-session-c-a-guest-anonymous-2997873ac08d429781eca70d55dc9fb3?pvs=21)",
289,"June 25, 2024",Assistant -> Subscribe newsletter chatbot:,"Giúp merchant generate lead bằng cách cho phép customer subscrible email
• General settings: cho phép chọn hiển thị chatbot với Not logged in & All visitors https://prnt.sc/BeCn3gR_Ou2s
• Offer reward...",Subscribe newsletter chatbot (https://www.notion.so/Subscribe-newsletter-chatbot-ffa37e6c55da4892b46d52be15c65c91?pvs=21),
290,"June 25, 2024",Thêm unread status và filter unread,"Với những tin nhắn chưa đọc, hiện chữ đậm hơn và chấm xanh bên cạnh
Thêm filter 'Unread'. Giúp khách filter những conversation chưa đọc để reply",Thêm unread | filter read/unread (https://www.notion.so/Th-m-unread-filter-read-unread-e73e0ac631db491c8a9db5dd232f98a3?pvs=21),
291,"June 20, 2024",Hiển thị thông tin Customer & Orders tại Conversation details,"• Customer: thông tin của khách hàng đã login tại store (Name, email, phone, location, order, spent amout, tag) https://prnt.sc/LC6UIjxANTGX
• Order: Hiển thị thông tin order của customer (tối đa 60 n...","[Livechat #0.4.2] Conversation details > Customers (https://www.notion.so/Livechat-0-4-2-Conversation-details-Customers-d1af1840bfc3443188babe35f57a44b6?pvs=21) 
[Livechat #0.4.1] Conversation details > Orders (https://www.notion.so/Livechat-0-4-1-Conversation-details-Orders-a571c4eaff534d6a85ffea56719363ff?pvs=21)",
292,"June 19, 2024",Copy text ở admin & front end,"Copy text:
• Khách hàng có thể bôi đen text để copy
• Ở mobile, khi giữ vào textbox, hiện nút Copy

Sửa/ update nhỏ về giao diện
• Khi mở chatbox, btn của chatbox bị khuyết https://prnt.sc/E6CDxkKPOjS...",Không chọn & copy được text tại admin & store front (https://www.notion.so/Kh-ng-ch-n-copy-c-text-t-i-admin-store-front-ad1c56eb5e304931bb6dee5fb52cc694?pvs=21),
293,"June 13, 2024",Cho phép dịch Question & Answer tại FAQs:,"• Tại Translations -> chọn ngôn ngữ: thêm trường FAQs ở menu https://prnt.sc/LC1j3znnXeR-
• Cho phép dịch Category (https://prnt.sc/3FAKn23SE-XW) và Q&A (https://prnt.sc/s39_DhzXMNud)
• Khi khách hàng...",Translate Q&A hiển thị trên widget & FAQ page (https://www.notion.so/Translate-Q-A-hi-n-th-tr-n-widget-FAQ-page-af86e033e7b342929489b5b703d5a22b?pvs=21),
294,"June 12, 2024",Show customer activities tại store ở admin chat,"• Tính năng giúp merchant nhìn thấy được activity & intent của khách hàng, từ đó đưa ra response phù hợp
• Những activities bao gồm:
• Start chat
• Add to cart
• Add to existing cart
• Remove item fro...",Customer activities in store front (https://www.notion.so/Customer-activities-in-store-front-8875dcf36bf94b3586fe28dac2bceab6?pvs=21),
295,"June 10, 2024",Thêm setting name & avatar,"Thêm menu Settings:
• Cho phép cài đặt tên và avatar hiển thị trên cửa sổ chat 
• Default tên và avatar của store, cho phép chọn từ icon có sẵn và upload ảnh",Thêm settings store name & avatar (https://www.notion.so/Th-m-settings-store-name-avatar-bccb239b0b2740e39f04f0e147ba1ee6?pvs=21),
296,"June 10, 2024",Cải thiện giao diện front end chatbox,"1. Cải thiện giao diện inbox và chatbox đẹp và chuyên nghiệp hơn:
+ Cập nhật về màu chữ, font chữ, spacing
+ Transition khi đóng mở, chuyển trang trên chatbox 
2. Chỉnh sửa giao điện setting trên app ...",Cải thiện front end chatbox (https://www.notion.so/C-i-thi-n-front-end-chatbox-96f2186b267846aab5dadc4c35b706f6?pvs=21),
297,"June 10, 2024",Cập nhật preset mới,"1. Cập nhật preset mới và giao diện chatbox theo preset mới 
2. Cho phép customize header dạng gradient 
3. Thêm color mode: dark/light",Theme concepts (https://www.notion.so/Theme-concepts-81fa9092a4004befafe8e5efb4586283?pvs=21),
298,"June 10, 2024","Sent, Unread status","Cho phép xem trạng thái tin nhắn của merchant trên inbox để biết khách hàng đã đọc chưa, bao gồm:
+ Chưa đọc: Sending 
+ Chưa đọc: Sent 
+ Đã đọc: Seen","Hiện sent, read status (https://www.notion.so/Hi-n-sent-read-status-314a0b2ade5444ad893418a27a1643c7?pvs=21)",
299,"June 5, 2024",Web Push notification,Cho phép merchant nhận thông báo khi có tin nhắn từ customer,Push web notification (https://www.notion.so/Push-web-notification-b7724214378f4fa2bf7c6709fa193870?pvs=21),
300,"June 5, 2024",Chat analytics,"Thêm các số liệu về livechat cho khách hàng, gồm: 
+ All conversation
+ New conversation
+ Average first response time - p75) 

Hình ảnh: https://prnt.sc/tWHvNye14UHF",[Dashboard] Chat analytics (https://www.notion.so/Dashboard-Chat-analytics-8d81e84a1f854777b88e01e42dc24cea?pvs=21),
301,"May 31, 2024",Menu Assistant,"• Bổ sung Assistant menu
• Thêm chat bot welcome visitors, các chatbot còn lại để coming soon
• Các settings của welcome popup (https://prnt.sc/JnBrRwkkcK6O) trước đó sẽ được chuyển vào Welcome visito...",Welcome new visitor chatbot (https://www.notion.so/Welcome-new-visitor-chatbot-55102c244fd5481298c50c54fbe89f4b?pvs=21),
302,"May 30, 2024",Update luồng order tracking,"Cập nhật tính năng order tracking, cho phép track order tại chatbox với 2 cách sau:
1. Order number và email/phone 
2. Tracking number và email 
+ Nếu điền email: hiển thị thông tin tracking tại chatb...",Update luồng order tracking (widget only) (https://www.notion.so/Update-lu-ng-order-tracking-widget-only-5adeae70e18c4364ad52b7fee3184e70?pvs=21),
303,"May 30, 2024",Cho phép điều chỉnh độ rộng cột Conversation list và conversation details,"Trên trang Inbox, cho phép người dùng kéo chuột để thay đổi độ rộng của 2 cột conversation preview và conversation details
+ Khi kéo, các phần nội dung bên trong sẽ tự động điều chỉnh theo để phù hợp ...",[Inbox] Điều chỉnh độ rộng conversation preview & conversation details (https://www.notion.so/Inbox-i-u-ch-nh-r-ng-conversation-preview-conversation-details-15ba9989485a466387ab0ec6d4bdbee5?pvs=21),
304,"May 23, 2024",[Livechat] Cài đặt thông báo tin nhắn mới,"Cài đặt gửi thông báo
1. Loại thông báo:
+ New message: tin nhắn chưa đọc trong 1 phút
+ No replies: tin nhắn chưa trả lời trong 15 phút
2. Người nhận thông báo: nhập 1 hoặc nhiều email",Push notification email (https://www.notion.so/Push-notification-email-dafe30ae908240658c68d6c8ef594058?pvs=21),https://help.meetchatty.com/live-chat/notifications
305,"May 14, 2024",Update app theo polaris 12,"• Đổi toggle theo polaris mới: https://prnt.sc/iZpeFBEmzoLy
• Đổi tất cả những cả những chỗ có màu branding Avada thành màu đen (#303030)
• Những chỗ text link ko để màu branding Avada, thay bằng màu ...",Update app theo polaris mới (https://www.notion.so/Update-app-theo-polaris-m-i-703031ef716e434393f7da288b442396?pvs=21),
306,"May 6, 2024",Ẩn contact method WeChat,- Tạm ẩn contact method We chat tại trang setting Chat box: https://prnt.sc/u3c6n3SavukY,[Chatbox] Ẩn contact method We chat (https://www.notion.so/Chatbox-n-contact-method-We-chat-8114eaeed778449496c27ca82c7c4f94?pvs=21),
307,"April 23, 2024",Live chat & translation,"- Tính năng Livechat - bản beta
- Khách hàng có thể",,
308,"April 3, 2024",Update app listing logo,,https://drive.google.com/drive/u/1/folders/11_rox0fvESagZ0R-ha1WlyxBdDf5ax6O,
309,"March 31, 2024",Move FAQs sang partner Chatty,"Chuyển sang partner Chatty
Update lại app listing content",,
310,"March 8, 2024","[Translation] Bổ sung dịch label, ngôn ngữ phổ biến","• Bổ sung translation trường hợp chọn Show navigation
• Thêm translate cho các ngôn ngữ: German, Dutch, Italian, Turkish",https://trello.com/c/ghuKcUfW/159-th%C3%AAm-ng%C3%B4n-ng%E1%BB%AF-translate-cho-c%C3%A1c-label-c%C3%B2n-thi%E1%BA%BFu-ch%C6%B0a-%C4%91%E1%BB%A7-faqs,
311,"March 8, 2024",Disable remove branding,"• Giữ nguyên dòng branding ở footer của widget & FAQ page
• Bỏ button close ở dòng branding “Powered by Avada” trên FAQ page",https://trello.com/c/KIjEKdIm/176-disable-remove-branding,
312,"March 6, 2024",[Widget] Bổ sung widget display style & Mobile widget ratio,"• Thêm preview desktop trên widget setting https://prnt.sc/EwabIrlZ7lfZ
• Bổ sung setting về cách hiển thị widget
• Widget display style: No navigation/Show navigation https://prnt.sc/OXltckGJUgqN
• M...",https://trello.com/c/N1QXP54t/148-sprint-121-update-widget-preview,
313,"February 25, 2024",[FAQ page] Update category display,"• Hiển thị category theo dạng tab -> dễ dàng đọc và tìm kiếm FAQ theo chủ đề https://prnt.sc/sos_prTD0lmY
• Bổ sung preview mobile https://prnt.sc/1NRLjL9W2nzy",https://trello.com/c/CSEcuvGv,
314,"February 23, 2024",Cập nhật user guide trên Avada Helpdesk center,Cập nhật lại user guide theo danh sách https://www.notion.so/e152de4967a143838a6575ac520c489f?pvs=21,https://trello.com/c/Jv9svFm1,
315,"February 2, 2024",[Chat] More widget button type,"thêm lựa chọn về widget button gồm các giá trị:
• Icon only
• Label only
• Icon & Label",https://trello.com/c/RzPeAROk,
316,"January 30, 2024",[Onboarding+Dashboard] Cập nhật checklist status trên Dashboard khi hoàn thành onboarding,"Tự động cập nhật checklist status trên Dashboard khi hoàn thành step tương ứng trên onboarding:
1. User chuyển đến step 2 -> tự động tích Completed task Customize widget appearance
2. User chuyển đến ...",https://trello.com/c/NeNjtWcp,
317,"January 30, 2024",Bổ sung translation cho widget và FAQ page,"Bổ sung các trường dịch các thông tin còn thiếu:
• Trạng thái Online / Offline trên widget
• Tên tab “All” trên FAQ page
• Message khi không có kết quả search",https://trello.com/c/LzvEuYjc,
318,"January 29, 2024",[Widget] Update widget launcher,"Bổ sung cách hiển thị widget button: Icon only, Label only, Icon & label  • - • Khuyến khích chat/tìm kiếm trợ giúp
• Tăng tương tác với người dùng
https://prnt.sc/Szgki0Qwn3Sb",https://trello.com/c/RzPeAROk/114-chat-more-widget-button-type,
319,"January 25, 2024",[FAQ page] Update category display,"• Hiển thị category theo dạng tab -> dễ dàng đọc và tìm kiếm FAQ theo chủ đề https://prnt.sc/sos_prTD0lmY
• Bổ sung preview mobile https://prnt.sc/1NRLjL9W2nzy",https://trello.com/c/CSEcuvGv/95-sprint-15-c%E1%BA%A3i-thi%E1%BB%87n-faq-pagecategory-d%E1%BA%A1ng-accordion,
320,"January 8, 2024","Update BFS mandatory @January 8, 2024","Cải thiện onboarding steps
Update tiêu chuẩn hiển thị theo BFS","https://trello.com/c/MK1xGGq2
https://trello.com/c/j4BzOHqK
https://trello.com/c/rty4kyow",
321,"December 4, 2023",Update in-app app name,"Change name: Avada WhatsApp Chat, FAQ Page → Avada Helpdesk & FAQ",,
322,"November 16, 2023 9:00 AM (GMT+7)","Update settings, add welcome popup & chat availability functions","• Update new widget settings: https://trello.com/c/FECx6TuA
• New feature Chat availability: https://trello.com/c/syrt3L9d
• New feature: Welcome popup: https://trello.com/c/xCQPvmIT",https://trello.com/c/FECx6TuA,https://helpdesk.avada.io/changelog#1.2.9
323,"April 2, 2025 → December 31, 2025","Block conversation từ channels (email, messenger, instagram)","Fix lỗi block/unblock conversation trên các channel: Email, Messenger, Instagram",,
324,"April 1, 2025 → December 31, 2025",Template,,,
325,,Preview scenario Transfer to human,,,
326,,Update AI limitation mới,,,
